size,inv,invBidiagU,invBiUexp
16,1.710875e-6,7.187500000000001e-7,1.5729999999999996e-6
32,5.315000000000001e-6,1.2708125e-6,3.46625e-6
64,2.1169125e-5,3.619875e-6,1.1364625e-5
128,0.0001104583125,2.2755250000000002e-5,4.867462499999999e-5
256,0.000629961,9.70495e-5,0.00020029693749999998
512,0.004521156125000001,0.0006428489374999998,0.0008061848750000002
1024,0.027761778687500002,0.00328369525,0.0036377656874999995
2048,0.201283,0.0202938880625,0.0138486119375
