size,inv,invBidiagU,invBiUexp
512,0.0040335598749999995,0.00068335284375,0.00084671228125
1024,0.028128134218750003,0.0031095481562499997,0.003343502593750001
2048,0.20255479953124997,0.01837112759375,0.01518076428125
4096,1.5434973711875002,0.06470537237500001,0.08632407034374999
8192,12.333207436187498,0.24713972909375,0.3720269427812501
