size,inv,invBidiagU,invBiUexp
100,6.8417e-5,6.8792e-5,0.00012975
200,0.000249291,0.000263208,0.000529667
400,0.019460209,0.001144125,0.002432666
800,0.004053125,0.005096166,0.010921209
1600,0.017045833,0.024158791,0.04876775
3200,0.100295625,0.102812875,0.21522425
6400,0.287620125,0.459466875,0.96287175
12800,1.097966292,2.244648208,4.255986125
