size,invTridiag,invSymT2SS,invSymT2SSexp
100,0.000167890625,8.897393750000001e-5,0.0075797265
200,0.0006294193125,0.0006568203125000001,0.002042401
400,0.0024270990625,0.00193054175,0.005290148437500001
800,0.007489953125,0.009673953125,0.017399012937499996
1600,0.028364981875,0.051255723875,0.06751769024999998
3200,0.10618517699999999,0.38122908337499994,0.43054673181249997
6400,0.4179267083125,2.4334387840000002,2.5963539140625
12800,1.6590056823749997,17.3185388359375,17.59273555725
