size,inv,invBidiagU,invBiUexp
100,0.0001743625,0.00025555,0.00030562499999999996
200,0.0006766125,0.0007050375,0.0015038875000000001
400,0.0017297875,0.03381915,0.0069719125
800,0.018351212500000002,0.0137397625,0.0641487375
1600,0.023570050000000002,0.0491157375,0.10347664999999999
3200,0.08602725,0.18803486250000004,0.42850340000000003
6400,0.3321045625,0.7291467625000001,1.6423025625
12800,1.3163562625,4.641997125,7.889353975
25600,5.2110446625,18.790740837500003,29.9962767875
