size,inv,invBidiagU,invBiUexp
100,7.0958e-5,6.5625e-5,0.000209334
200,0.000244542,0.000260333,0.000593291
400,0.02062825,0.001141958,0.003437584
800,0.004207459,0.005122333,0.011381625
1600,0.017048125,0.023552334,0.048513166
3200,0.101512583,0.105236958,0.215993916
6400,0.315396791,0.463684,1.008082208
12800,1.312463833,2.302295166,4.409259917
