size,inv,invBidiagU
16,1.565e-6,7.031250000000004e-7
32,4.752562500000001e-6,1.2968124999999998e-6
64,2.107825e-5,3.6326874999999995e-6
128,0.00011698943749999999,2.06874375e-5
256,0.0006170884374999999,0.000100502625
512,0.0043864740625,0.0006573957499999999
1024,0.02758225775,0.0034819192500000003
2048,0.2012523749375,0.016874856937500002
