size,inv,invBidiagU,invBiUexp
100,5.8375e-5,5.55519375e-5,0.0001256744375
200,0.00025093481249999997,0.00027398437500000003,0.0011315209375
400,0.001038369625,0.0014811666875000002,0.0025717604375000004
800,0.004508716124999999,0.0055027265625,0.0112489453125
1600,0.017546687437500003,0.0238667551875,0.05024681775
3200,0.1047140104375,0.10716375,0.2178723281875
6400,0.2856809271875,0.4677622710625,0.9622756300624999
12800,1.0684119583125,2.1327147396874997,4.1876510781875
