size,invBanded,invSymT2SS,invSymT2SSexp
100,0.00017409631250000002,0.00010059374999999999,0.0011060754374999998
200,0.0006364816875,0.007682552062499999,0.0021453281250000005
400,0.0021603828124999998,0.00201088275,0.005728281187499999
800,0.0077331951875,0.0099108515,0.018078481750000003
1600,0.0287789973125,0.0520052838125,0.0688480051875
3200,0.1144869270625,0.38842333337499996,0.43845056774999996
6400,0.42621344525,2.459028411375,2.5844680418125
12800,1.6414980755000002,17.09233714075,17.650419494812503
